twitter handle,date,content,url,covid_1,covid_2,covid_3,covid_final,other_1,other_2,other_3,other_final
@hinsonashley,"April 21, 2020 at 08:28AM","Iowa veterans need additional support. I remain committed to working with leaders in DC and IA — including members from both parties — to focus on the safety and economic prosperity of our small biz, rural communities and most vulnerable citizens. #IA01 https://t.co/Rv1yGIcmY3",http://twitter.com/hinsonashley/status/1252574872699625472,,,FALSE,0,,,FALSE,0
@hinsonashley,"April 21, 2020 at 08:28AM",RT @Team_HinsonIA: ICYMI:  @hinsonashley: Act now to support Iowa veterans   https://t.co/aCVy6ewyey,http://twitter.com/hinsonashley/status/1252574903720648704,,,FALSE,0,,,FALSE,0
@hinsonashley,"April 21, 2020 at 08:51AM",Oops. https://t.co/KUkjDob2rs,http://twitter.com/hinsonashley/status/1252580660683902976,,,FALSE,0,,,FALSE,0
@hinsonashley,"April 21, 2020 at 11:12AM","RT @WinningForWomen: Guilty pleasure? What’s on your pizza? IPA or Wine?

Rapid-fire questions with @hinsonashley  🔥  ⬇️ (2/2) https://t.co/DYrxZcOW4b",http://twitter.com/hinsonashley/status/1252616244433469442,,,FALSE,0,,,FALSE,0
@hinsonashley,"April 21, 2020 at 07:48PM","RT @Team_HinsonIA: We have 25 plus volunteers making calls for @hinsonashley right now in #IA01 asking voters what's on their mind.  #COVID19, PPP, the Cares Act, healthcare, immigration, support for @KimReynoldsIA all coming through.  Join our next call night - https://t.co/XV6yQHjD5i",http://twitter.com/hinsonashley/status/1252746034624815115,,,FALSE,0,,,FALSE,0
@hinsonashley,"April 22, 2020 at 07:42AM",Whats on your mind?  https://t.co/IrAfHtlRvQ #IA01 #VoteASHLEY,http://twitter.com/hinsonashley/status/1252925656435961856,,,FALSE,0,,,FALSE,0
@hinsonashley,"April 22, 2020 at 01:14PM","Caught up with @FoxNews about how our campaign is adjusting due to the coronavirus. 

""Hinson, who is running in the state's first congressional district (#IA01), told Fox News candidates has to reach voters where they are, which is at home.""   https://t.co/VpeJp9r6S8 #VoteASHLEY",http://twitter.com/hinsonashley/status/1253009351507357696,,,FALSE,0,,,FALSE,0
@hinsonashley,"April 22, 2020 at 01:25PM","RT @olivia_pc: For House candidates, getting out your message during #COVID19 means throwing out the traditional playbook 

See what that means for @hinsonashley in #IA01 👇 https://t.co/2V3DAJEpka",http://twitter.com/hinsonashley/status/1253012001393172484,,,FALSE,0,,,FALSE,0
@hinsonashley,"April 22, 2020 at 02:40PM","RT @VIEWPAC: ""Republicans feel they have a strong chance to reclaim the seat in November in what will be one of the most competitive races in the country."" Thanks @FoxNews for covering the great campaign @hinsonashley is waging to win #IA01. Leaders lead. @NRCC #VoteASHLEY #VIEWPAC https://t.co/R8B1Txf1or",http://twitter.com/hinsonashley/status/1253030916781465600,,,FALSE,0,,,FALSE,0
@hinsonashley,"April 22, 2020 at 02:48PM",RT @Team_HinsonIA: NEW:  @hinsonashley discusses her campaign with @foxnewspolitics  https://t.co/xlCMLw6xzC #IA01,http://twitter.com/hinsonashley/status/1253032904713699329,,,FALSE,0,,,FALSE,0
@hinsonashley,"April 22, 2020 at 07:06PM","RT @hinsonashley: Caught up with @FoxNews about how our campaign is adjusting due to the coronavirus. 

""Hinson, who is running in the state's first congressional district (#IA01), told Fox News candidates has to reach voters where they are, which is at home.""   https://t.co/VpeJp9r6S8 #VoteASHLEY",http://twitter.com/hinsonashley/status/1253097870988804109,,,FALSE,0,,,FALSE,0
@hinsonashley,"April 22, 2020 at 08:38PM","RT @IowaStateDad: ""PPP should be a lifeline for small businesses, not a cash cow for big banks"" - @hinsonashley  https://t.co/w7ljDPKl1H via @IAFieldReport",http://twitter.com/hinsonashley/status/1253120973299159040,,,FALSE,0,,,FALSE,0
@hinsonashley,"April 22, 2020 at 08:41PM","I also have a message for big banks and companies exploiting federal aid: Now is the time to act with grace, not greed. https://t.co/hhjrAusaBX #IA01 #VoteASHLEY",http://twitter.com/hinsonashley/status/1253121903931404288,,,FALSE,0,,,FALSE,0
@hinsonashley,"April 23, 2020 at 08:17AM","RT @Team_HinsonIA: Today is the first day, if you live in #IA01, you can vote for @hinsonashley to be your Congresswoman - get more info and get your vote in! https://t.co/z05qo58yW6 #VoteASHLEY",http://twitter.com/hinsonashley/status/1253296814268256256,,,FALSE,0,,,FALSE,0
@hinsonashley,"April 23, 2020 at 08:21AM","I'm running for Congress to end the chaos and dysfunction in Washington, D.C.  https://t.co/v40T8IYiYF #IA01 -  I'd be honored to have your support TODAY - https://t.co/YqW56KZ9yr @Team_HinsonIA",http://twitter.com/hinsonashley/status/1253297918095785984,,,FALSE,0,,,FALSE,0
@hinsonashley,"April 23, 2020 at 11:00AM","RT @hinsonashley: I also have a message for big banks and companies exploiting federal aid: Now is the time to act with grace, not greed. https://t.co/hhjrAusaBX #IA01 #VoteASHLEY",http://twitter.com/hinsonashley/status/1253338038156967945,,,FALSE,0,,,FALSE,0
@hinsonashley,"April 23, 2020 at 03:28PM","ICYMI = my op-ed in the @IAFieldReport - As our representatives head back to Washington, I have a message for Congress: PPP should be a lifeline for small businesses, not a cash cow for big banks.   https://t.co/MDXnhy3E1S #IA01 #VoteASHLEY",http://twitter.com/hinsonashley/status/1253405315904790528,,,FALSE,0,,,FALSE,0
@hinsonashley,"April 24, 2020 at 01:06PM",RT @Jimmy2peacock: HAPPENING NOW:  @hinsonashley holding listening session with school board members from across #IA01.  #COVID19 is having an enormous impact on the education system and on Iowa families.  Ashley continues to prepare to lead and advocate on behalf of Iowans.,http://twitter.com/hinsonashley/status/1253732006342557696,,,FALSE,0,,,FALSE,0
"April 25, 2020 at 04:57PM",@hinsonashley,"RT @hinsonashley: ICYMI = my op-ed in the @IAFieldReport - As our representatives head back to Washington, I have a message for Congress: PPP should be a lifeline for small businesses, not a cash cow for big banks.   https://t.co/MDXnhy3E1S #IA01 #VoteASHLEY",http://twitter.com/hinsonashley/status/1254152673361907712,,,,0,,,,0
"April 26, 2020 at 09:49AM",@hinsonashley,ICYMI:  The United States Must Continue to Stand with Israel https://t.co/xVhKXOaiy0 #IA01,http://twitter.com/hinsonashley/status/1254407195300691968,,,,0,,,,0
"April 27, 2020 at 01:19PM",@hinsonashley,"RT @MikeEmanuelFox: 2020 congressional candidates shift gears as COVID-19 shakes up campaign plans - featuring @joniernst, @KevinPWalling, @hinsonashley &amp; @teresatomlinson - #FoxNews: 

https://t.co/DqTgD7u8Df",http://twitter.com/hinsonashley/status/1254822549344706566,,,,,,,,
