handle,date,content,url,covid_1,covid_2,covid_3,covid_final,other_1,other_2,other_3,other_final
@Rimmer4Congress,2020-04-19 15:11:54,Anyone else loving the spat between @realDonaldTrump and @DRUDGE? It’s nice to see the conservative Drudge Report no longer drinks the #MAGA Kool-Aid. #drudgereport #POTUS,,FALSE,FALSE,FALSE,0,,,FALSE,
@Rimmer4Congress,2020-04-18 23:24:54,"We all collected signatures in March. What @hiral4congress did wrong was make a big deal about stopping public activities and announced they were ending canvasses — without following through. It’s a rookie move for a 3-time candidate. #peopleoverpolitics
https://t.co/QlsnewufEP",,FALSE,FALSE,FALSE,0,,,FALSE,
@Rimmer4Congress,2020-04-17 21:37:08,I was honored to meet Gov. Hull several times. She &amp; the “dirty dozen” inspired me to commit my time to protecting our quality of life in AZ. There is no reason to serve in Arizona if not for Arizonans. #arizonaiswhy any of us dedicate our time to public service. She served well. https://t.co/2UIHg2L0Wv,,FALSE,FALSE,FALSE,0,,,FALSE,
@Rimmer4Congress,2020-04-16 7:00:04,Hilarious and worth a watch https://t.co/wsKUb6MpQZ,,FALSE,FALSE,FALSE,0,,,FALSE,
