date,handle,content,link,covid_1,covid_2,covid_3,covid_final,other_1,other_2,other_3,other_final
"April 18, 2020 at 10:28AM",@JeanneIves,"""You cannot overstate the apocalypse...  It is absolutely real. It's going to be a total wipeout."" - a small biz owner on the shutdown's impact. And Sean Casten, Nancy Pelosi &amp; Dems are holding up relief to small businesses - again. #IL06 #Elections2020 https://t.co/WtnSNXmCn7",http://twitter.com/JeanneIves/status/1251517849656492034,TRUE,TRUE,,1,FALSE,FALSE,,0
"April 18, 2020 at 12:05PM",@JeanneIves,"America helps fund the World Health Organization, with hundreds of millions of dollars sent to them every year. But we’ve seen time and time again that they’ve covered for China since the very beginning of this crisis. The WHO must take a much tougher stance and demand the truth! https://t.co/mtfZbGVb0a",http://twitter.com/JeanneIves/status/1251542261822902277,TRUE,TRUE,,1,FALSE,FALSE,,0
"April 19, 2020 at 03:12PM",@JeanneIves,"Democrats are already trying to start a commission to investigate the response to COVID-19. Make no mistake about it, they want to waste more time with investigations to manipulate the election. Democrats should be focused on getting through this crisis before pointing fingers! https://t.co/RXyh5IKKs6",http://twitter.com/JeanneIves/status/1251951708395233281,TRUE,TRUE,,1,FALSE,FALSE,,0
"April 20, 2020 at 03:35PM",@JeanneIves,"As we learn more about the FBI’s abuses of the FISA Court, the more we should be concerned. Nearly all of the warrants that were reviewed had errors or omissions on them, and it’s clear this wasn’t just an accident. In Congress I will make sure our civil liberties are protected! https://t.co/CjKho09UIc",http://twitter.com/JeanneIves/status/1252319885767708673,FALSE,FALSE,,0,TRUE,TRUE,,1
"April 21, 2020 at 06:18PM",@JeanneIves,Years of financial mismanagement by Democrats are catching up. Illinois’ bond rating is at risk of being cut to a “junk” level which would make balancing our budget and dealing with the $7 billion in unpaid bills harder than ever. Our Governor must get this under control! https://t.co/31ISqgbarE,http://twitter.com/JeanneIves/status/1252723292441661440,FALSE,FALSE,,0,TRUE,TRUE,,1
"April 22, 2020 at 01:24PM",@JeanneIves,The Paycheck Protection Program has been a lifeline to small businesses that are struggling right now. In just a matter of weeks thousands of applications have been received and Democrats held up additional funding because they tried to advance their radical agenda! https://t.co/AT5CuZE9I2,http://twitter.com/JeanneIves/status/1253011694583939073,FALSE,FALSE,,0,TRUE,TRUE,,1
"April 22, 2020 at 04:28PM",@JeanneIves,"Casten Describes Political Opponents as Nazi Sympathizers 
https://t.co/KBfvzQnRzz

Insinuating that those who disagree with him are Nazi sympathizers should dispel any idea that Sean Casten’s view are representative of the reasonable and independent-minded people in #IL06.",http://twitter.com/JeanneIves/status/1253058209499287552,FALSE,FALSE,,0,TRUE,TRUE,,1
"April 22, 2020 at 04:28PM",@JeanneIves,"That Sean Casten would equate those who believe in limited government to Nazis - who tortured and murdered 6 million Jews - tells you exactly who the extremist is and who’s recklessly advancing intolerant views. No one should take him seriously anymore.

https://t.co/KBfvzQnRzz",http://twitter.com/JeanneIves/status/1253058210757566464,FALSE,FALSE,,0,TRUE,TRUE,,1
"April 22, 2020 at 04:28PM",@JeanneIves,"If any Republican made such an outrageous statement, they would be front page news. We await the story from any Chicago press outlet.

https://t.co/KBfvzQnRzz",http://twitter.com/JeanneIves/status/1253058212024197121,FALSE,FALSE,,0,TRUE,FALSE,,1
"April 23, 2020 at 02:45PM",@JeanneIves,Uncovered audio came out of a Bloomberg News editor where he said that they have to be careful to not upset the “Nazi’s” who make up China’s ruling elite or risk losing their access. This is outrageous &amp; the media must stop playing into China’s hands! https://t.co/NT2WBQbMCh https://t.co/NqHr2amIRM,http://twitter.com/JeanneIves/status/1253394484039159810,FALSE,FALSE,,0,TRUE,TRUE,,1
"April 23, 2020 at 05:54PM",@JeanneIves,"In a new video from a recent Indivisible DuPage interview video, Sean Casten says, “I believe that the president is prioritizing keeping the number of [coronavirus] cases low over saving lives… and I can’t prove that.” 

https://t.co/B4EfF5JiJ6",http://twitter.com/JeanneIves/status/1253442185711755267,TRUE,,,,FALSE,,,
"April 23, 2020 at 05:54PM",@JeanneIves,"That’s just a weird thing to say. Of course, keeping the number of cases low is a priority. It’s a priority for everyone - from Donald Trump to Lori Lightfoot - because slowing down the number of cases means slowing down the number of deaths.

https://t.co/B4EfF5JiJ6",http://twitter.com/JeanneIves/status/1253442187225894912,TRUE,,,,FALSE,,,
"April 23, 2020 at 05:54PM",@JeanneIves,"The fact that Casten can’t understand that - or is trying to spin it into a bad thing - is just strange. This district needs a rep who speaks plainly about workable solutions to our most pressing problems, not a guy who mumbles in hushed tones about half-baked conspiracies.”",http://twitter.com/JeanneIves/status/1253442188257755138,TRUE,,,,FALSE,,,
"April 24, 2020 at 04:02PM",@JeanneIves,"A 3rd video has emerged from Sean Casten’s webinar with Indivisible DuPage. In it, Casten remarks that a number of people have asked to take over his Twitter account, but that he uses it to cyberbully his political opponents. https://t.co/Yq2TPlXE9c",http://twitter.com/JeanneIves/status/1253776372809510913,,,,,,,,
"April 24, 2020 at 04:02PM",@JeanneIves,"“Who is ‘Trump on Steroids,’ Sean? He is clearly very proud of being a cyberbully. Does he not know we have instruction in our schools to prevent cyber-bullying. Kids are actually punished for this. Does he not know that in Illinois that cyberbullying is a Class 4 Felony?",http://twitter.com/JeanneIves/status/1253776374055264256,,,,,,,,
"April 24, 2020 at 04:02PM",@JeanneIves,"Sean Casten needs to spend a little less time on Twitter and a little more time learning about what’s going on in his state and community. So far, he hasn’t earned that pay increase he wants taxpayers to fork over.” https://t.co/Yq2TPlXE9c",http://twitter.com/JeanneIves/status/1253776375166701568,,,,,,,,
"April 24, 2020 at 04:02PM",@JeanneIves,"A sitting Congressman is bragging about cyberbullying his colleagues, an act for which his constituents would face criminal charges. Will Chicago and Suburban media call this out or will the rules continue not to apply to Sean Casten? https://t.co/Yq2TPlXE9c",http://twitter.com/JeanneIves/status/1253776376307617798,,,,,,,,
"April 24, 2020 at 04:06PM",@JeanneIves,"Now that Joe Biden is the presumptive Democratic nominee, Obama has officially endorsed him. Bernie and Elizabeth Warren are also on board. They are united around the most radical platform in our nation’s history and it is up to us to stop them! https://t.co/cPqg2i22xn",http://twitter.com/JeanneIves/status/1253777261184106497,,,,,,,,
"April 24, 2020 at 06:52PM",@JeanneIves,Ramadan Mubarak to our Muslim friends! https://t.co/jcgnact7JZ,http://twitter.com/JeanneIves/status/1253819205616635907,,,,,,,,
"April 25, 2020 at 02:49PM",@JeanneIves,The generosity of the people in the #IL06 is incredible! Thank you to everyone who donated or helped out at our food drive today! https://t.co/0HhM7yGHYF,http://twitter.com/JeanneIves/status/1254120415955496962,,,,,,,,
"April 25, 2020 at 03:10PM",@JeanneIves,Thank you for donating @JerryEvans2020! https://t.co/gRXPf3fqkv,http://twitter.com/JeanneIves/status/1254125598441685003,,,,,,,,
"April 25, 2020 at 04:50PM",@JeanneIves,Sean Casten &amp; Michigan Governor Gretchen Whitmer demand that Facebook &amp; Twitter censor what they decide is “fake news” about COVID-19. Sean will do anything to chip away at our constitutional rights. Meanwhile he spreads Chinese propaganda freely. His hypocrisy is astounding! https://t.co/6kqyhsdTmE,http://twitter.com/JeanneIves/status/1254150699551768578,,,,,,,,
"April 26, 2020 at 03:34PM",@JeanneIves,Democrats in Springfield want your tax dollars to cover up their years of financial mismanagement. They are asking for over $40 billion for things like our broken pension system. This is why Sean Casten and the Democrats are holding up more funding for small business relief! https://t.co/oTyaD7LpgM,http://twitter.com/JeanneIves/status/1254493957385596930,,,,,,,,
"April 27, 2020 at 12:15PM",@JeanneIves,I have called on our state to provide income and property tax relief to small businesses who have had to close their doors during this crisis. Government tax bills should not be the reason why these businesses go bankrupt and we must be doing everything we can to help right now! https://t.co/89RXIrKGOJ,http://twitter.com/JeanneIves/status/1254806284278411264,,,,,,,,
