date,content,covid_1,covid_2,covid_3,covid_final,other_1,other_2,other_3,other_final
2020-03-28 10:57:56,‘White-Collar Quarantine’ Over Virus Spotlights Class Divide https://t.co/AxA8SlyqAD,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
2020-02-09 6:38:53,Go Amy! https://t.co/9ssRSfoTvu,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
2020-01-17 3:23:51,"At the Young Democrats of Olmsted County (Rochester, MN). Next stop is New Ulm! https://t.co/vQIrr6z8sq",FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
