date,handle,content,link,covid_1,covid_2,covid_3,covid_final,other_1,other_2,other_3,other_final
"April 14, 2020 at 03:02PM",@AdrienneMaine,Thank you @realDonaldTrump &amp; AG Barr for providing  guidance to ensure religious liberties will be respected during these times. @TheJusticeDept makes clear that practice of religion may not be specifically targeted for restriction. So important! #mepolitics #firstamendment https://t.co/AvmKAB6fOq,http://twitter.com/AdrienneMaine/status/1250137327739047937,TRUE ,FALSE,,0,FALSE,FALSE,,0
"April 14, 2020 at 06:10PM",@AdrienneMaine,"RT @SteveScalise: Let's be clear: Schumer &amp; Pelosi are BLOCKING additional funding for the bipartisan Paycheck Protection Program—a critical lifeline that's WORKING for American workers &amp; small biz—so they can once again play petty partisan games &amp; push their unrelated far-left agenda.

SHAMEFUL.",http://twitter.com/AdrienneMaine/status/1250184784166428673,FALSE,FALSE,,0,TRUE,TRUE,,1
"April 14, 2020 at 06:43PM",@AdrienneMaine,I support @realDonaldTrump’s decision to suspend funding to the @WHO pending a review. American taxpayers demand accountability. Int’l organizations can no longer aid &amp; abet China’s bad behavior. No funding until there is accountability. Let’s get to the bottom of it! #mepolitics https://t.co/ShXr2uPdfi,http://twitter.com/AdrienneMaine/status/1250192875960373255,FALSE,FALSE,,0,TRUE,TRUE,,1
"April 15, 2020 at 01:53PM",@AdrienneMaine,Shocked and saddened to learn of the explosion at the Androscoggin Mill in Jay. Praying for all those at the mill and for the men and women rushing into harm's way as first responders. We are in this together. https://t.co/XoRtFA1OSR,http://twitter.com/AdrienneMaine/status/1250482384686002176,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 16, 2020 at 10:46AM",@AdrienneMaine,Paycheck Protection Program is already helping Maine small businesses. It has run out of money bc @RepGolden &amp; the Dems will not give it a clean up or down vote. For those unable to reopen or rehire employees: Jared Golden blocked this lifeline #mepolitics https://t.co/npRGgYbiEe,http://twitter.com/AdrienneMaine/status/1250797685591941120,FALSE,FALSE,,0,TRUE,TRUE,,1
"April 16, 2020 at 01:21PM",@AdrienneMaine,Agree. This tweet has definitely aged well. #mepolitics https://t.co/GH4tqvYrKi,http://twitter.com/AdrienneMaine/status/1250836803457777664,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 16, 2020 at 01:34PM",@AdrienneMaine,@RepGolden should do the right thing - stand up to @SpeakerPelosi and @SenSchumer to demand this program get funded now. Otherwise he is complicit in putting Maine businesses out of business and destroying jobs. Outrageous! #mepolitics https://t.co/7VF3UYIkhp,http://twitter.com/AdrienneMaine/status/1250840118153396226,FALSE,FALSE,,0,TRUE,TRUE,,1
"April 16, 2020 at 08:19PM",@AdrienneMaine,RT @realDonaldTrump: https://t.co/lmb1H6I6en,http://twitter.com/AdrienneMaine/status/1250941979116044298,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 16, 2020 at 08:20PM",@AdrienneMaine,RT @GOPLeader: Apparently the Speaker of the House thinks it's more important to showcase her freezer full of gourmet ice cream than to fund paychecks for millions of Americans who are at risk of losing their jobs. https://t.co/ukI1LMXqe2,http://twitter.com/AdrienneMaine/status/1250942120933851137,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 16, 2020 at 08:20PM",@AdrienneMaine,RT @JonWGME: “1 careful step at a time” — @realDonaldTrump says “restoring economic life” will happen in 3 phases,http://twitter.com/AdrienneMaine/status/1250942143444762624,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 18, 2020 at 07:00AM",@AdrienneMaine,"@GovJanetMills’ Department of Labor is denying self-employed Mainers claims for uninsurable benefits even though they are now eligible. People who have lost their incomes cannot afford to wait weeks for the state to get its act together.  #mepolitics 
https://t.co/vKBjdCbhwP",http://twitter.com/AdrienneMaine/status/1251465689136877570,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 18, 2020 at 07:02AM",@AdrienneMaine,"Other states were able to implement the changes swiftly. Maine must act swiftly to help the self-employed as it was authorized and funded by Congress to do. Every day that Maine waits, the self employed are struggling.",http://twitter.com/AdrienneMaine/status/1251466006825963521,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 20, 2020 at 06:15AM",@AdrienneMaine,"We need to send a clear message to 
@GovJanetMills that we cannot close down our state indefinitely. The time has come for a plan to reopen. Maine needs strong leadership to save our jobs and reopen our economy. #mepolitics #ReOpenMaine https://t.co/ZtJHUHKKYJ",http://twitter.com/AdrienneMaine/status/1252178993517932544,TRUE,TRUE,,1,FALSE,FALSE,,0
"April 20, 2020 at 06:27AM",@AdrienneMaine,#ReOpenMaine - thank you @CoryJaysonReyn1 https://t.co/82tNLVmTdJ,http://twitter.com/AdrienneMaine/status/1252182152709582848,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 20, 2020 at 02:10PM",@AdrienneMaine,RT @janesmi11600576: #reopenmaine https://t.co/RZvq6xtpdg,http://twitter.com/AdrienneMaine/status/1252298722366668800,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 20, 2020 at 02:12PM",@AdrienneMaine,Cutest protester I have seen all day. Maine needs a plan to get our small businesses back to work safely and #ReOpenMaine. @POTUS has provided a road map. Maine should lead! #mepolitics https://t.co/G62s94zYQU,http://twitter.com/AdrienneMaine/status/1252299075740995586,TRUE,TRUE,,1,FALSE,FALSE,,0
"April 20, 2020 at 05:35PM",@AdrienneMaine,Victoria Bucklin and I agree that it is time for a plan to #ReOpenMaine (and for a plan to bring back the @1901MaineFlag) #mepolitics https://t.co/LLh7teCbDR,http://twitter.com/AdrienneMaine/status/1252350111054610434,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 21, 2020 at 06:02AM",@AdrienneMaine,Great news! We must get Americans back to work and put Americans first! https://t.co/Q79HoUmYbf,http://twitter.com/AdrienneMaine/status/1252538250062897152,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 21, 2020 at 09:23AM",@AdrienneMaine,💯 https://t.co/C6Brb8IoG9,http://twitter.com/AdrienneMaine/status/1252588883784728576,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 21, 2020 at 10:39AM",@AdrienneMaine,"I agree w/ AG William Barr on the @hughhewitt show this AM - it’s time to identify whether businesses can operate safely according to @CDCgov guidelines. If they can, get them running. No more letting @GovJanetMills arbitrarily decide what is “essential” #mepolitics #reopenmaine https://t.co/WZCZH3M443",http://twitter.com/AdrienneMaine/status/1252607845289398273,TRUE,TRUE,,1,FALSE,FALSE,,0
"April 21, 2020 at 06:19PM",@AdrienneMaine,"Wealthy @Harvard has one of the LARGEST ENDOWMENTS in the world (BILLIONS)! They must return the millions they took from US taxpayers. They say they will  use it for financial aid, but many of those students are from OTHER countries. Some are undocumented! Give it back!  #harvard https://t.co/B6sI3hk9tw",http://twitter.com/AdrienneMaine/status/1252723580841922560,FALSE,FALSE,,0,TRUE,TRUE,,1
"April 21, 2020 at 06:31PM",@AdrienneMaine,"RT @AdrienneMaine: Wealthy @Harvard has one of the LARGEST ENDOWMENTS in the world (BILLIONS)! They must return the millions they took from US taxpayers. They say they will  use it for financial aid, but many of those students are from OTHER countries. Some are undocumented! Give it back!  #harvard https://t.co/B6sI3hk9tw",http://twitter.com/AdrienneMaine/status/1252726666834690048,FALSE,FALSE,,0,TRUE,TRUE,,1
"April 21, 2020 at 06:32PM",@AdrienneMaine,Harvard should not be getting MILLIONS while Maine hairdressers and lobstermen can't even collect unemployment! #mepolitics #harvard #giveitback https://t.co/axwBSSmYeD,http://twitter.com/AdrienneMaine/status/1252726878563110913,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 22, 2020 at 06:01AM",@AdrienneMaine,RT @realDonaldTrump: Harvard should give back the money now. Their whole “endowment” system should be looked at! https://t.co/LcjOcsnCWT,http://twitter.com/AdrienneMaine/status/1252900357900025856,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 22, 2020 at 05:59PM",@AdrienneMaine,"Despite what left-wing media would have you believe, President Trump has showed leadership &amp; concern for the health &amp; safety of Americans. From banning travel from China &amp; Europe to building hospitals @realDonaldTrump has taken action to keep us safe!
https://t.co/2Ta7IyamFq",http://twitter.com/AdrienneMaine/status/1253080890722398210,TRUE,TRUE,,1,FALSE,FALSE,,0
"April 23, 2020 at 08:16AM",@AdrienneMaine,"RT @realDonaldTrump: We did it once, we will quickly do it a second time! https://t.co/iSHk0JIMSV",http://twitter.com/AdrienneMaine/status/1253296797390385158,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 23, 2020 at 08:53AM",@AdrienneMaine,@RepGolden is failing Mainers. I look forward to defeating him in November so that Mainers will once again have a champion and @realDonaldTrump will have an ally to put Mainers and Americans First. #GoodbyeGolden #TakeBackMaine #mepolitics https://t.co/bNmvtwroSL,http://twitter.com/AdrienneMaine/status/1253306041854562304,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 23, 2020 at 06:21PM",@AdrienneMaine,"Under the leadership of @realDonaldTrump, the full power of the Federal Government is being deployed to help the states @fema has sent $12.4 million to fund Emergency Protective Measures - PPE sent to @femaregion1 Thank  you @POTUS #mepolitics #COVID19 #TakeBackMaine https://t.co/bYLzqVHCmy",http://twitter.com/AdrienneMaine/status/1253449022599303169,TRUE,TRUE,,1,FALSE,FALSE,,0
"April 24, 2020 at 02:50PM",@AdrienneMaine,@mikeshepherdME @nirav_mainecdc Interesting that @GovJanetMills is unwilling to stand with her Commissioner. The response from the Mills' administration has been inadequate and the Governor seems to be distancing herself from the Commissioner *just in case* That is not what leadership looks like. #mepolitics,http://twitter.com/AdrienneMaine/status/1253758298261729281,,,,,,,,
"April 24, 2020 at 03:12PM",@AdrienneMaine,RT @WhiteHouse: President @realDonaldTrump just signed the bill providing $320 billion to refill the Paycheck Protection Program! https://t.co/UtrjLU9btx,http://twitter.com/AdrienneMaine/status/1253763836995346432,,,,,,,,
"April 27, 2020 at 11:31AM",@AdrienneMaine,"While @realDonaldTrump is promising great economic recovery, @GovJanetMills has NO PLAN for how the state will reopen. She's now considering an extension of the ""Stay at Home"" order beyond May 1 &amp; has no plan for helping businesses or address funding shortfalls #mepolitics https://t.co/g24FeRYxBL",http://twitter.com/AdrienneMaine/status/1254795354467418114,,,,,,,,
"April 27, 2020 at 11:32AM",@AdrienneMaine,"SIGN THE PETITION! Join me in sending a clear message to @GovJanetMills - NO EXTENSION. Let's begin a safe, phased reopening THIS WEEK! #mepolitics #reopenmaine #openmaine #noplanjan https://t.co/xmEKmPmVGt",http://twitter.com/AdrienneMaine/status/1254795670462005249,,,,,,,,
