date,handle,content,link,covid_1,covid_2,covid_3,covid_final,other_1,other_2,other_3,other_final
"April 21, 2020 at 06:40PM",@YoungForIowa,"Happy #NationalVolunteerWeek! Thank you to every volunteer who has given their time and energy to Team Young. If you are interested in a way to volunteer while social distancing, sign up to ""call from home"" at the link! https://t.co/LU6LkS1UyF https://t.co/AnnrFh0XmB",http://twitter.com/YoungForIowa/status/1252728832710381568,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 22, 2020 at 11:55AM",@YoungForIowa,Happy #EarthDay! Let's all be the best conservationists and stewards of the land and air and water we can be. 🌎 #IA03 https://t.co/UHw3hgqdWR,http://twitter.com/YoungForIowa/status/1252989305808654337,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 22, 2020 at 07:18PM",@YoungForIowa,Thanks Chuck and the others who challenged me with the #TestIowaChallenge! I challenge @ISUMattCampbell @IASTATEAD @HawkeyeFootball FB Coach Kirk Ferentz and @TheIowaHawkeyes AD Gary Barta to take the test! #IA03 https://t.co/PUB20OQUwi,http://twitter.com/YoungForIowa/status/1253100838479855616,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 22, 2020 at 09:18PM",@YoungForIowa,"#OTD in 1864, US coins began to be minted with ""In God We Trust."" https://t.co/Gm1zp8bRo3",http://twitter.com/YoungForIowa/status/1253130976508739585,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 23, 2020 at 10:05AM",@YoungForIowa,Early voting starts today! This is the first day you can return your ballot and vote early. Who plans on getting their ballot in today? #IA03 https://t.co/oPchA4WfzQ,http://twitter.com/YoungForIowa/status/1253324008252030976,FALSE,FALSE,,0,FALSE,FALSE,,0
"April 23, 2020 at 04:38PM",@YoungForIowa,🚨ENDORSEMENT ALERT🚨  Today I’m announcing the endorsements of my friends @MattWhitaker46 and Sam Clovis in my campaign for #IA03. Thanks for your support! https://t.co/498nu5EWeo,http://twitter.com/YoungForIowa/status/1253422913337737218,FALSE,,,,,,,
"April 23, 2020 at 04:40PM",@YoungForIowa,"“David has won this district twice before and he's best suited to help us win it back. He has a strong conservative record and we need his solutions and leadership now more than ever. I'm honored to endorse him. And I look forward to voting for him."" - @MattWhitaker46 #IA03 https://t.co/6nGe9y6eCR",http://twitter.com/YoungForIowa/status/1253423521746743297,FALSE,,,,,,,
"April 23, 2020 at 04:42PM",@YoungForIowa,"“I admire his reverence for his Christian faith, his moral integrity and his adherence to conservative principles.  I know he will perform well in the House of Representatives, as his record indicates, and will help President Trump Keep America Great.”-Sam Clovis #IA03 https://t.co/6nGe9y6eCR",http://twitter.com/YoungForIowa/status/1253424000161611782,FALSE,,,,,,,
"April 24, 2020 at 11:30AM",@YoungForIowa,Happy Arbor Day! 🌳#IA03 https://t.co/1G0q70CWfs,http://twitter.com/YoungForIowa/status/1253707833562062848,,,,,,,,
"April 24, 2020 at 01:00PM",@YoungForIowa,I spent this morning helping sort food at the @FOODBANKIOWA. I also had a great conversation with their president and CEO Michelle Book and Dylan Lampe. #IA03 https://t.co/A1IweOPmsJ,http://twitter.com/YoungForIowa/status/1253730626412392449,,,,,,,,
"April 24, 2020 at 04:46PM",@YoungForIowa,I grabbed some take out from Kelly’s Little Nipper for lunch. I enjoyed the chance to chance to catch up with owner Jeff Stark! #IA03 https://t.co/Fee8EkpJVz,http://twitter.com/YoungForIowa/status/1253787361273688064,,,,,,,,
"April 25, 2020 at 11:51AM",@YoungForIowa,Just some of the many more signs which went up this week around #IA03! https://t.co/ZRAcb6NuH5,http://twitter.com/YoungForIowa/status/1254075591525117952,,,,,,,,
"April 25, 2020 at 01:01PM",@YoungForIowa,"Today would've been our Third District Convention. But since a physical convention was canceled due to COVID-19, Devon brings you a glimpse of what our table would've looked like! Get involved at https://t.co/vOBHORoLJv.  #IA03 https://t.co/yQeoL62uBT",http://twitter.com/YoungForIowa/status/1254093262438236163,,,,,,,,
"April 26, 2020 at 12:44PM",@YoungForIowa,Happy Birthday @AdamGreggIA !! #IA03 https://t.co/lXj0SQvPF5,http://twitter.com/YoungForIowa/status/1254451193990074370,,,,,,,,
"April 26, 2020 at 03:14PM",@YoungForIowa,Wishing a Happy Birthday to @FLOTUS Melania Trump! Join me in wishing her a Happy Birthday by signing her card at the link! https://t.co/X9C2S5AFvR. #IA03,http://twitter.com/YoungForIowa/status/1254488926263394310,,,,,,,,
